# Time-averaged data for fix rdf_fix
# TimeStep Number-of-rows
# Row c_rdfOO[1] c_rdfOO[2] c_rdfOO[3] c_rdfOH[1] c_rdfOH[2] c_rdfOH[3]
10000 100
30 3.63121 0.752662 5.406 3.63121 1.07646 12.324
31 3.75431 0.855396 6.028 3.75431 0.973379 13.741
32 3.8774 0.997927 6.802 3.8774 0.989201 15.277
33 4.00049 1.07312 7.688 4.00049 0.994002 16.92
34 4.12358 1.16277 8.708 4.12358 1.02267 18.716
35 4.24667 1.4059 10.016 4.24667 1.02921 20.633
36 4.36977 1.30548 11.302 4.36977 1.01312 22.631
37 4.49286 1.34441 12.702 4.49286 1.05334 24.827
38 4.61595 1.31187 14.144 4.61595 1.02609 27.085
39 4.73904 1.12896 15.452 4.73904 1.02651 29.466
40 4.86213 1.13812 16.84 4.86213 1.04524 32.018
41 4.98523 1.10289 18.254 4.98523 1.0188 34.633
42 5.10832 0.916671 19.488 5.10832 1.04414 37.447
43 5.23141 0.835794 20.668 5.23141 1.01999 40.33
44 5.3545 0.845138 21.918 5.3545 1.01248 43.328
45 5.47759 0.804999 23.164 5.47759 1.0217 46.494
46 5.60069 0.863937 24.562 5.60069 0.941787 49.545
47 5.72378 0.804696 25.922 5.72378 0.946936 52.749
48 5.84687 0.80973 27.35 5.84687 0.953937 56.117
49 5.96996 0.873498 28.956 5.96996 0.909844 59.466
50 6.09305 0.891822 30.664 6.09305 0.921445 62.999
51 6.21615 1.0204 32.698 6.21615 0.923403 66.684
52 6.33924 1.01396 34.8 6.33924 0.969333 70.707
53 6.46233 1.1131 37.198 6.46233 0.977275 74.922
54 6.58542 1.12283 39.71 6.58542 0.971002 79.271
55 6.70851 1.08373 42.226 6.70851 0.999167 83.915
56 6.83161 1.07161 44.806 6.83161 1.01037 88.785
57 6.9547 1.08291 47.508 6.9547 1.02537 93.907
58 7.07779 1.01229 50.124 7.07779 1.03815 99.278
59 7.20088 1.00864 52.822 7.20088 1.06533 104.983
60 7.32397 1.03935 55.698 7.32397 1.02477 110.66
61 7.44707 0.995485 58.546 7.44707 1.0446 116.643
62 7.57016 0.99179 61.478 7.57016 1.01564 122.654
63 7.69325 1.00289 64.54 7.69325 1.01366 128.85
64 7.81634 0.956952 67.556 7.81634 1.0373 135.395
65 7.93943 0.968719 70.706 7.93943 1.00815 141.958
66 8.06253 1.03002 74.16 8.06253 0.991157 148.612
67 8.18562 0.962825 77.488 8.18562 0.963307 155.278
68 8.30871 0.969889 80.942 8.30871 0.99052 162.34
69 8.4318 1.00231 84.618 8.4318 1.00131 169.692
70 8.55489 1.02665 88.494 8.55489 0.999823 177.249
71 8.67799 1.01215 92.426 8.67799 0.999177 185.02
72 8.80108 0.987537 96.372 8.80108 1.00118 193.029
73 8.92417 1.01208 100.53 8.92417 0.994295 201.207
74 9.04726 1.02547 104.86 9.04726 1.00291 209.685
75 9.17035 1.00688 109.228 9.17035 0.979163 218.189
76 9.29345 1.02573 113.798 9.29345 1.00138 227.121
77 9.41654 1.01045 118.42 9.41654 0.999287 236.272
78 9.53963 0.988806 123.062 9.53963 0.996436 245.637
79 9.66272 0.963774 127.704 9.66272 0.997967 255.26
80 9.78581 0.968831 132.49 9.78581 1.00952 265.244
81 9.90891 1.01362 137.624 9.90891 0.983511 275.217
82 10.032 0.986199 142.744 10.032 0.982808 285.432
83 10.1551 0.998152 148.054 10.1551 0.987295 295.947
84 10.2782 0.994206 153.472 10.2782 1.00944 306.96
85 10.4013 0.991957 159.008 10.4013 0.997499 318.105
86 10.5244 0.992342 164.678 10.5244 1.01382 329.702
87 10.6475 0.999283 170.522 10.6475 1.0093 341.519
88 10.7706 1.00197 176.518 10.7706 1.00105 353.512
89 10.8936 0.981745 182.528 10.8936 0.989494 365.639
90 11.0167 1.01839 188.904 11.0167 0.993834 378.096
91 11.1398 1.01256 195.386 11.1398 1.01023 391.043
92 11.2629 1.01531 202.03 11.2629 0.997807 404.115
93 11.386 1.01501 208.818 11.386 1.02101 417.785
94 11.5091 1.02034 215.79 11.5091 1.01486 431.668
95 11.6322 1.02322 222.932 11.6322 1.00108 445.657
96 11.7553 0.98703 229.968 11.7553 0.995223 459.86
97 11.8784 1.01477 237.354 11.8784 0.988978 474.271
98 12.0015 1.03955 245.078 12.0015 0.986946 488.952
99 12.1246 0.971075 252.442 12.1246 1.00712 504.242
100 12.2477 0.994042 260.134 12.2477 1.01196 519.919
44100 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0653416 0.016
14 1.66174 0 0 1.66174 0.822855 0.251
15 1.78483 0 0 1.78483 1.98818 0.906
16 1.90793 0 0 1.90793 1.54076 1.486
17 2.03102 0 0 2.03102 0.60484 1.744
18 2.15411 0 0 2.15411 0.245929 1.862
19 2.2772 0 0 2.2772 0.138008 1.936
20 2.40029 0 0 2.40029 0.0738601 1.98
21 2.52339 0.310165 0.102 2.52339 0.0835392 2.035
22 2.64648 2.58766 1.038 2.64648 0.197471 2.178
23 2.76957 3.76633 2.53 2.76957 0.390883 2.488
24 2.89266 2.02254 3.404 2.89266 0.811442 3.19
25 3.01575 0.81757 3.788 3.01575 1.33254 4.443
26 3.13885 0.459903 4.022 3.13885 1.66008 6.134
27 3.26194 0.484088 4.288 3.26194 1.54444 7.833
28 3.38503 0.554302 4.616 3.38503 1.33119 9.41
29 3.50812 0.566441 4.976 3.50812 1.17497 10.905
30 3.63121 0.652054 5.42 3.63121 1.0754 12.371
31 3.75431 0.791353 5.996 3.75431 0.968986 13.783
32 3.8774 1.01755 6.786 3.8774 0.988224 15.319
33 4.00049 1.18096 7.762 4.00049 1.04016 17.04
34 4.12358 1.22312 8.836 4.12358 0.924385 18.665
35 4.24667 1.24989 10 4.24667 1.02819 20.582
36 4.36977 1.3407 11.322 4.36977 1.00401 22.564
37 4.49286 1.34692 12.726 4.49286 1.03266 24.719
38 4.61595 1.25605 14.108 4.61595 1.04869 27.029
39 4.73904 1.1744 15.47 4.73904 1.05349 29.475
40 4.86213 1.09767 16.81 4.86213 1.03029 31.993
41 4.98523 1.07531 18.19 4.98523 1.03726 34.658
42 5.10832 0.909828 19.416 5.10832 1.06794 37.539
43 5.23141 0.902898 20.692 5.23141 1.01757 40.418
44 5.3545 0.822689 21.91 5.3545 1.03037 43.472
45 5.47759 0.818403 23.178 5.47759 0.993288 46.553
46 5.60069 0.821103 24.508 5.60069 0.972003 49.705
47 5.72378 0.827545 25.908 5.72378 0.961354 52.961
48 5.84687 0.90863 27.512 5.84687 0.912532 56.186
49 5.96996 0.825906 29.032 5.96996 0.916816 59.564
50 6.09305 0.959796 30.872 6.09305 0.91845 63.089
51 6.21615 0.984307 32.836 6.21615 0.953783 66.899
52 6.33924 1.0332 34.98 6.33924 0.921918 70.729
53 6.46233 1.06006 37.266 6.46233 0.993681 75.019
54 6.58542 1.09046 39.708 6.58542 0.964689 79.344
55 6.70851 1.14376 42.366 6.70851 1.00785 84.033
56 6.83161 1.05893 44.918 6.83161 1.0129 88.92
57 6.9547 1.06102 47.568 6.9547 1.02276 94.034
58 7.07779 1.0314 50.236 7.07779 1.04234 99.432
59 7.20088 0.963571 52.816 7.20088 1.03984 105.006
60 7.32397 1.00149 55.59 7.32397 1.04341 110.792
61 7.44707 0.984026 58.408 7.44707 1.02316 116.658
62 7.57016 1.00365 61.378 7.57016 1.02105 122.707
63 7.69325 0.976373 64.362 7.69325 1.04698 129.113
64 7.81634 0.988973 67.482 7.81634 1.00382 135.453
65 7.93943 1.01938 70.8 7.93943 1.00009 141.97
66 8.06253 1.00755 74.182 8.06253 0.982887 148.575
67 8.18562 0.980371 77.574 8.18562 1.00162 155.513
68 8.30871 1.01494 81.192 8.30871 1.00201 162.664
69 8.4318 0.96155 84.722 8.4318 0.97814 169.853
70 8.55489 1.00394 88.516 8.55489 0.987997 177.328
71 8.67799 1.03789 92.552 8.67799 1.00243 185.132
72 8.80108 1.04106 96.716 8.80108 1.00443 193.175
73 8.92417 1.01303 100.882 8.92417 1.00109 201.417
74 9.04726 1.01452 105.17 9.04726 0.996958 209.853
75 9.17035 1.01418 109.574 9.17035 1.00212 218.565
76 9.29345 0.99063 113.992 9.29345 0.999496 227.489
77 9.41654 0.958349 118.38 9.41654 1.0043 236.695
78 9.53963 1.01166 123.134 9.53963 1.0013 246.115
79 9.66272 0.979001 127.854 9.66272 0.988175 255.653
80 9.78581 0.964234 132.622 9.78581 1.00408 265.593
81 9.90891 0.979874 137.59 9.90891 0.986677 275.608
82 10.032 1.00601 142.818 10.032 0.972033 285.721
83 10.1551 0.998293 148.134 10.1551 1.00161 296.399
84 10.2782 0.980391 153.482 10.2782 1.00386 307.362
85 10.4013 1.02714 159.22 10.4013 0.996603 318.508
86 10.5244 0.996607 164.92 10.5244 0.986178 329.8
87 10.6475 1.00479 170.802 10.6475 0.985693 341.352
88 10.7706 0.996309 176.77 10.7706 1.00482 353.402
89 10.8936 0.98665 182.816 10.8936 1.0212 365.93
90 11.0167 0.997596 189.068 11.0167 1.00863 378.585
91 11.1398 1.01281 195.558 11.1398 1.00705 391.504
92 11.2629 1.0253 202.274 11.2629 1.00872 404.732
93 11.386 1.00355 208.992 11.386 0.999187 418.123
94 11.5091 0.987461 215.746 11.5091 0.998377 431.794
95 11.6322 1.03366 222.968 11.6322 1.00689 445.878
96 11.7553 1.02361 230.272 11.7553 1.00761 460.272
97 11.8784 1.00882 237.622 11.8784 1.00164 474.882
98 12.0015 1.00733 245.114 12.0015 0.99309 489.669
99 12.1246 0.969326 252.472 12.1246 1.00725 504.976
100 12.2477 1.01475 260.332 12.2477 1.00219 520.517
44200 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0572031 0.014
14 1.66174 0 0 1.66174 0.91436 0.275
15 1.78483 0 0 1.78483 1.94363 0.915
16 1.90793 0 0 1.90793 1.43523 1.455
17 2.03102 0 0 2.03102 0.680205 1.745
18 2.15411 0 0 2.15411 0.241884 1.861
19 2.2772 0 0 2.2772 0.130615 1.931
20 2.40029 0 0 2.40029 0.0688592 1.972
21 2.52339 0.316408 0.104 2.52339 0.0957391 2.035
22 2.64648 2.69408 1.078 2.64648 0.160268 2.151
23 2.76957 3.61671 2.51 2.76957 0.389821 2.46
24 2.89266 2.04209 3.392 2.89266 0.834985 3.182
25 3.01575 0.873371 3.802 3.01575 1.35769 4.458
26 3.13885 0.424742 4.018 3.13885 1.65209 6.14
27 3.26194 0.415144 4.246 3.26194 1.55887 7.854
28 3.38503 0.534295 4.562 3.38503 1.37916 9.487
29 3.50812 0.617105 4.954 3.50812 1.17086 10.976
30 3.63121 0.681773 5.418 3.63121 0.993013 12.329
31 3.75431 0.865983 6.048 3.75431 0.960554 13.728
32 3.8774 1.02065 6.84 3.8774 1.00997 15.297
33 4.00049 1.08955 7.74 4.00049 1.00441 16.958
34 4.12358 1.18728 8.782 4.12358 1.03584 18.778
35 4.24667 1.30424 9.996 4.24667 1.01101 20.662
36 4.36977 1.29065 11.268 4.36977 1.04203 22.718
37 4.49286 1.39175 12.718 4.49286 1.02359 24.853
38 4.61595 1.26214 14.106 4.61595 1.00789 27.072
39 4.73904 1.2561 15.562 4.73904 1.01137 29.419
40 4.86213 1.14905 16.964 4.86213 1.039 31.957
41 4.98523 0.986981 18.23 4.98523 1.02649 34.593
42 5.10832 0.896927 19.438 5.10832 1.06366 37.461
43 5.23141 0.884951 20.688 5.23141 1.07326 40.496
44 5.3545 0.831218 21.918 5.3545 1.0552 43.622
45 5.47759 0.831735 23.206 5.47759 0.962506 46.606
46 5.60069 0.833875 24.556 5.60069 0.977743 49.775
47 5.72378 0.829149 25.958 5.72378 0.945596 52.976
48 5.84687 0.855817 27.468 5.84687 0.920357 56.227
49 5.96996 0.857858 29.046 5.96996 0.909137 59.575
50 6.09305 0.951934 30.87 6.09305 0.929867 63.142
51 6.21615 1.01088 32.886 6.21615 0.916198 66.8
52 6.33924 1.01926 35 6.33924 0.954418 70.763
53 6.46233 1.05967 37.284 6.46233 0.961511 74.912
54 6.58542 1.06243 39.662 6.58542 0.989506 79.346
55 6.70851 1.06771 42.142 6.70851 0.999978 83.996
56 6.83161 1.06612 44.71 6.83161 1.0016 88.826
57 6.9547 1.12646 47.522 6.9547 1.05029 94.075
58 7.07779 1.05977 50.262 7.07779 1.00365 99.27
59 7.20088 1.00591 52.954 7.20088 1.05698 104.933
60 7.32397 1.02729 55.798 7.32397 1.03384 110.663
61 7.44707 0.968456 58.57 7.44707 1.06015 116.738
62 7.57016 0.981848 61.474 7.57016 1.03981 122.895
63 7.69325 0.982763 64.476 7.69325 1.03329 129.214
64 7.81634 0.949517 67.47 7.81634 0.996249 135.503
65 7.93943 1.02481 70.804 7.93943 1.0112 142.089
66 8.06253 0.960377 74.026 8.06253 0.987854 148.724
67 8.18562 0.998799 77.48 8.18562 0.998956 155.64
68 8.30871 1.02275 81.124 8.30871 0.997195 162.753
69 8.4318 1.00401 84.808 8.4318 0.980545 169.956
70 8.55489 1.04045 88.738 8.55489 0.992203 177.459
71 8.67799 1.01784 92.694 8.67799 0.978521 185.073
72 8.80108 1.00908 96.728 8.80108 0.996072 193.045
73 8.92417 1.00333 100.852 8.92417 0.988957 201.183
74 9.04726 1.01598 105.144 9.04726 1.0074 209.703
75 9.17035 0.993037 109.454 9.17035 0.996648 218.363
76 9.29345 0.98934 113.864 9.29345 1.01592 227.429
77 9.41654 0.964518 118.278 9.41654 0.999463 236.586
78 9.53963 0.973854 122.852 9.53963 0.981069 245.811
79 9.66272 0.9878 127.612 9.66272 0.997074 255.43
80 9.78581 0.973628 132.424 9.78581 1.00035 265.328
81 9.90891 1.01234 137.554 9.90891 0.989447 275.366
82 10.032 1.00151 142.756 10.032 0.986568 285.625
83 10.1551 0.997674 148.066 10.1551 0.999585 296.276
84 10.2782 1.0084 153.564 10.2782 1.00492 307.245
85 10.4013 0.999004 159.142 10.4013 1.00301 318.457
86 10.5244 0.979621 164.742 10.5244 1.00171 329.921
87 10.6475 1.01008 170.652 10.6475 1.00054 341.641
88 10.7706 1.01452 176.726 10.7706 0.985391 353.452
89 10.8936 1.02013 182.974 10.8936 1.00215 365.74
90 11.0167 1.00002 189.238 11.0167 0.996388 378.235
91 11.1398 1.02832 195.824 11.1398 1.01427 391.24
92 11.2629 1.00902 202.43 11.2629 1.01656 404.564
93 11.386 0.986424 209.03 11.386 0.995068 417.893
94 11.5091 1.01078 215.94 11.5091 0.998009 431.552
95 11.6322 0.985781 222.824 11.6322 1.01469 445.738
96 11.7553 1.00479 229.99 11.7553 1.01401 460.216
97 11.8784 0.993407 237.224 11.8784 1.00257 474.832
98 12.0015 0.987394 244.564 12.0015 0.992521 489.603
99 12.1246 1.00989 252.226 12.1246 0.998805 504.774
100 12.2477 1.00752 260.026 12.2477 1.00432 520.34
44300 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0653996 0.016
14 1.66174 0 0 1.66174 0.893678 0.271
15 1.78483 0 0 1.78483 1.95956 0.916
16 1.90793 0 0 1.90793 1.41716 1.449
17 2.03102 0 0 2.03102 0.628841 1.717
18 2.15411 0 0 2.15411 0.260749 1.842
19 2.2772 0 0 2.2772 0.136264 1.915
20 2.40029 0 0 2.40029 0.102488 1.976
21 2.52339 0.340875 0.112 2.52339 0.0957753 2.039
22 2.64648 2.68403 1.082 2.64648 0.171385 2.163
23 2.76957 3.64334 2.524 2.76957 0.434139 2.507
24 2.89266 1.8483 3.322 2.89266 0.763571 3.167
25 3.01575 0.997297 3.79 3.01575 1.42207 4.503
26 3.13885 0.483916 4.036 3.13885 1.54168 6.072
27 3.26194 0.451731 4.284 3.26194 1.54672 7.772
28 3.38503 0.487136 4.572 3.38503 1.37968 9.405
29 3.50812 0.623637 4.968 3.50812 1.20591 10.938
30 3.63121 0.661452 5.418 3.63121 1.07268 12.399
31 3.75431 0.789305 5.992 3.75431 0.991139 13.842
32 3.8774 1.01845 6.782 3.8774 0.970426 15.349
33 4.00049 1.10692 7.696 4.00049 0.996321 16.996
34 4.12358 1.21964 8.766 4.12358 0.986127 18.728
35 4.24667 1.30688 9.982 4.24667 1.02374 20.635
36 4.36977 1.44746 11.408 4.36977 1.01555 22.638
37 4.49286 1.29242 12.754 4.49286 1.00911 24.742
38 4.61595 1.26262 14.142 4.61595 1.04825 27.049
39 4.73904 1.19271 15.524 4.73904 1.029 29.436
40 4.86213 1.10193 16.868 4.86213 1.02834 31.947
41 4.98523 1.0591 18.226 4.98523 1.05142 34.646
42 5.10832 0.92252 19.468 5.10832 1.04292 37.457
43 5.23141 0.89945 20.738 5.23141 1.05102 40.428
44 5.3545 0.81125 21.938 5.3545 1.02926 43.476
45 5.47759 0.782953 23.15 5.47759 0.986102 46.532
46 5.60069 0.831718 24.496 5.60069 0.988298 49.734
47 5.72378 0.860227 25.95 5.72378 0.949204 52.946
48 5.84687 0.843667 27.438 5.84687 0.911642 56.165
49 5.96996 0.895163 29.084 5.96996 0.897528 59.469
50 6.09305 0.876068 30.762 6.09305 0.951602 63.118
51 6.21615 0.99421 32.744 6.21615 0.933081 66.842
52 6.33924 0.987809 34.792 6.33924 0.910449 70.621
53 6.46233 1.11298 37.19 6.46233 0.989463 74.889
54 6.58542 1.12987 39.718 6.58542 0.969787 79.233
55 6.70851 1.12497 42.33 6.70851 1.00853 83.921
56 6.83161 1.02831 44.806 6.83161 1.01919 88.834
57 6.9547 1.06276 47.458 6.9547 1.04108 94.035
58 7.07779 1.04779 50.166 7.07779 1.02393 99.333
59 7.20088 1.04068 52.95 7.20088 1.05589 104.988
60 7.32397 0.994433 55.702 7.32397 1.06564 110.892
61 7.44707 0.989093 58.532 7.44707 1.02442 116.76
62 7.57016 0.97816 61.424 7.57016 1.01857 122.789
63 7.69325 0.981824 64.422 7.69325 1.02419 129.05
64 7.81634 0.998099 67.568 7.81634 1.01849 135.477
65 7.93943 1.01536 70.87 7.93943 0.994992 141.955
66 8.06253 0.955373 74.074 8.06253 0.997312 148.651
67 8.18562 0.995126 77.514 8.18562 1.00237 155.588
68 8.30871 1.00798 81.104 8.30871 0.971205 162.513
69 8.4318 1.00657 84.796 8.4318 0.980234 169.711
70 8.55489 1.08693 88.9 8.55489 0.98464 177.154
71 8.67799 0.95336 92.604 8.67799 0.995861 184.9
72 8.80108 1.01596 96.664 8.80108 1.02207 193.077
73 8.92417 0.995432 100.754 8.92417 0.983374 201.166
74 9.04726 0.998841 104.972 9.04726 1.00778 209.686
75 9.17035 0.969902 109.18 9.17035 1.00658 218.429
76 9.29345 0.99914 113.632 9.29345 1.0024 227.371
77 9.41654 0.988054 118.152 9.41654 0.995473 236.488
78 9.53963 0.989132 122.796 9.53963 0.999313 245.881
79 9.66272 0.980284 127.518 9.66272 0.982104 255.352
80 9.78581 1.01002 132.508 9.78581 1.00679 265.31
81 9.90891 0.983902 137.492 9.90891 0.999189 275.443
82 10.032 1.03463 142.864 10.032 0.988288 285.716
83 10.1551 0.992412 148.144 10.1551 1.00212 296.39
84 10.2782 0.999976 153.594 10.2782 0.988253 307.173
85 10.4013 1.00117 159.182 10.4013 0.989164 318.226
86 10.5244 1.02759 165.054 10.5244 1.00751 329.752
87 10.6475 1.01252 170.976 10.6475 0.999378 341.454
88 10.7706 1.00688 177.002 10.7706 1.0017 353.456
89 10.8936 0.983279 183.022 10.8936 1.00065 365.721
90 11.0167 0.981552 189.168 11.0167 1.00993 378.381
91 11.1398 1.00934 195.63 11.1398 1.00084 391.209
92 11.2629 0.992286 202.124 11.2629 1.00709 404.404
93 11.386 1.00653 208.856 11.386 1.02397 418.115
94 11.5091 1.00209 215.704 11.5091 0.997362 431.76
95 11.6322 1.00048 222.688 11.6322 0.991249 445.613
96 11.7553 1.01863 229.95 11.7553 1.0029 459.927
97 11.8784 1.01906 237.368 11.8784 0.995602 474.436
98 12.0015 0.972694 244.596 12.0015 0.994106 489.225
99 12.1246 0.997611 252.162 12.1246 1.00603 504.5
100 12.2477 1.00221 259.918 12.2477 0.991527 519.862
44400 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0367568 0.009
14 1.66174 0 0 1.66174 0.966473 0.285
15 1.78483 0 0 1.78483 1.98829 0.94
16 1.90793 0 0 1.90793 1.3416 1.445
17 2.03102 0 0 2.03102 0.64942 1.722
18 2.15411 0 0 2.15411 0.295965 1.864
19 2.2772 0 0 2.2772 0.143611 1.941
20 2.40029 0 0 2.40029 0.0621132 1.978
21 2.52339 0.364921 0.12 2.52339 0.082025 2.032
22 2.64648 2.78134 1.126 2.64648 0.186434 2.167
23 2.76957 3.47371 2.502 2.76957 0.387122 2.474
24 2.89266 1.81437 3.286 2.89266 0.814956 3.179
25 3.01575 1.03054 3.77 3.01575 1.30071 4.402
26 3.13885 0.444205 3.996 3.13885 1.64054 6.073
27 3.26194 0.433156 4.234 3.26194 1.53999 7.767
28 3.38503 0.574615 4.574 3.38503 1.36081 9.379
29 3.50812 0.62312 4.97 3.50812 1.16875 10.866
30 3.63121 0.640342 5.406 3.63121 1.06813 12.322
31 3.75431 0.884827 6.05 3.75431 1.026 13.817
32 3.8774 0.953203 6.79 3.8774 0.983777 15.346
33 4.00049 1.08422 7.686 4.00049 0.970109 16.951
34 4.12358 1.20041 8.74 4.12358 1.00693 18.721
35 4.24667 1.33587 9.984 4.24667 1.02772 20.637
36 4.36977 1.40772 11.372 4.36977 1.02079 22.652
37 4.49286 1.26065 12.686 4.49286 1.04182 24.826
38 4.61595 1.41791 14.246 4.61595 1.06781 27.178
39 4.73904 1.16067 15.592 4.73904 1.04063 29.594
40 4.86213 1.06988 16.898 4.86213 1.02135 32.09
41 4.98523 1.03952 18.232 4.98523 1.04121 34.765
42 5.10832 0.944019 19.504 5.10832 1.06689 37.643
43 5.23141 0.914273 20.796 5.23141 1.03071 40.559
44 5.3545 0.853809 22.06 5.3545 0.98083 43.466
45 5.47759 0.835232 23.354 5.47759 0.982705 46.514
46 5.60069 0.740887 24.554 5.60069 0.949854 49.594
47 5.72378 0.776754 25.868 5.72378 0.964067 52.859
48 5.84687 0.797646 27.276 5.84687 0.966066 56.273
49 5.96996 0.932458 28.992 5.96996 0.927997 59.692
50 6.09305 0.951504 30.816 6.09305 0.898179 63.139
51 6.21615 0.997395 32.806 6.21615 0.925048 66.834
52 6.33924 0.990846 34.862 6.33924 0.925822 70.68
53 6.46233 1.10186 37.238 6.46233 0.961309 74.83
54 6.58542 1.07802 39.652 6.58542 0.989728 79.267
55 6.70851 1.15588 42.338 6.70851 0.993938 83.891
56 6.83161 1.05153 44.872 6.83161 1.03099 88.865
57 6.9547 1.04266 47.476 6.9547 1.04562 94.093
58 7.07779 1.0531 50.2 7.07779 1.03699 99.463
59 7.20088 1.02413 52.942 7.20088 1.04158 105.046
60 7.32397 0.995053 55.698 7.32397 1.02778 110.745
61 7.44707 1.03018 58.648 7.44707 1.05549 116.796
62 7.57016 0.951665 61.464 7.57016 1.04372 122.979
63 7.69325 0.985591 64.476 7.69325 0.99572 129.071
64 7.81634 0.950356 67.474 7.81634 1.00894 135.443
65 7.93943 0.975191 70.648 7.93943 1.01105 142.031
66 8.06253 0.991524 73.976 8.06253 0.999759 148.749
67 8.18562 0.998926 77.432 8.18562 0.958946 155.391
68 8.30871 1.0279 81.096 8.30871 0.981611 162.396
69 8.4318 1.04878 84.946 8.4318 1.01017 169.82
70 8.55489 1.02146 88.806 8.55489 0.980916 177.241
71 8.67799 1.01275 92.744 8.67799 1.01212 185.12
72 8.80108 0.998119 96.736 8.80108 0.973517 192.915
73 8.92417 0.980016 100.766 8.92417 1.00309 201.173
74 9.04726 1.00133 104.998 9.04726 1.01262 209.741
75 9.17035 1.0018 109.348 9.17035 1.02116 218.618
76 9.29345 0.99293 113.776 9.29345 1.01333 227.665
77 9.41654 0.99335 118.324 9.41654 0.99683 236.802
78 9.53963 0.977245 122.916 9.53963 0.99689 246.18
79 9.66272 0.972004 127.602 9.66272 1.00408 255.871
80 9.78581 1.03467 132.718 9.78581 0.998682 265.757
81 9.90891 0.980325 137.688 9.90891 0.984074 275.745
82 10.032 1.01338 142.954 10.032 0.987276 286.016
83 10.1551 1.02013 148.386 10.1551 0.977183 296.433
84 10.2782 0.971648 153.686 10.2782 0.977361 307.106
85 10.4013 1.01073 159.332 10.4013 1.0022 318.314
86 10.5244 1.01065 165.112 10.5244 1.00117 329.777
87 10.6475 0.993912 170.93 10.6475 0.997525 341.467
88 10.7706 1.02274 177.056 10.7706 1.00971 353.575
89 10.8936 0.979199 183.056 10.8936 1.01759 366.058
90 11.0167 0.967334 189.118 11.0167 1.00566 378.675
91 11.1398 1.05126 195.854 11.1398 1.00445 391.56
92 11.2629 0.981387 202.282 11.2629 1.01854 404.916
93 11.386 0.997631 208.96 11.386 1.0135 418.498
94 11.5091 1.01471 215.9 11.5091 0.989962 432.053
95 11.6322 1.01997 223.026 11.6322 0.997935 446.011
96 11.7553 0.993119 230.112 11.7553 0.996327 460.243
97 11.8784 1.01355 237.496 11.8784 0.996079 474.771
98 12.0015 0.988023 244.844 12.0015 0.997244 489.619
99 12.1246 0.984927 252.32 12.1246 0.994735 504.735
100 12.2477 0.989502 259.984 12.2477 0.991931 520.116
44500 100
1 0.061546 0 0 0.061546 0 0
2 0.184638 0 0 0.184638 0 0
3 0.30773 0 0 0.30773 0 0
4 0.430822 0 0 0.430822 0 0
5 0.553914 0 0 0.553914 0 0
6 0.677006 0 0 0.677006 0 0
7 0.800098 0 0 0.800098 0 0
8 0.92319 0 0 0.92319 0 0
9 1.04628 0 0 1.04628 0 0
10 1.16937 0 0 1.16937 0 0
11 1.29247 0 0 1.29247 0 0
12 1.41556 0 0 1.41556 0 0
13 1.53865 0 0 1.53865 0.0653086 0.016
14 1.66174 0 0 1.66174 0.888934 0.27
15 1.78483 0 0 1.78483 2.00537 0.931
16 1.90793 0 0 1.90793 1.35147 1.44
17 2.03102 0 0 2.03102 0.667799 1.725
18 2.15411 0 0 2.15411 0.289549 1.864
